name,cohort,analysis,outcome,model,outcome_time_median,term,hr,conf_low,conf_high,source
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,NA,cov_bin_nsaid_bnf,1.1262018764327784,1.113079390568777,1.1394790679150044,Stata
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,NA,cov_bin_gi_sym,2.8380040335448458,2.7998812344116253,2.876643030841445,Stata
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,NA,cov_bin_h_pylori_infection,1.352055869011028,1.314291319726658,1.390905675396894,Stata
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,280,days197_365,1.2041947665001176,1.145686934606284,1.2656904708131245,Stata
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,1,days0_1,131.45505419509252,123.16365506662144,140.3046317851432,Stata
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,NA,cov_num_consulation_rate,1.0125117248193474,1.0120751226724538,1.012948515313361,Stata
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,7,days1_28,5.676489523333823,5.327078691372206,6.0488187194806455,Stata
cohort_prevax-sub_age_60_79-gastro_oesophageal_reflux_disease,prevax,sub_age_60_79,gastro_oesophageal_reflux_disease,mdl_max_adj,107,days28_197,1.519970307305581,1.45102992877678,1.592186135704462,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,NA,age_spline2,1.0259312123419793,1.0210336535492597,1.0308522630950716,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,NA,1.cov_cat_sex,1,1,1,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,NA,2.cov_cat_sex,1.1625660801457576,1.1451678269262056,1.1802286607485757,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,8,days1_28,6.307049650908124,5.721047969147656,6.953074945978244,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,1,days0_1,288.15599995557284,267.6954623825653,310.18007005995923,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,280,days197_365,1.5378430226852091,1.4236934273082733,1.6611451268613755,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,98,days28_197,2.1100632007468785,1.975581726408145,2.253699075887446,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,428,days365_714,2.078565723810709,1.857228086344079,2.3262813371845517,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_age_sex,NA,age_spline1,1.0272037452257312,1.0229767914934786,1.031448164787124,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,1.cov_cat_deprivation,1,1,1,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,1.cov_cat_ethnicity,1,1,1,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,4.cov_cat_smoking_status,0.7288234918155242,0.7103769033563563,0.7477490888463026,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,1.cov_cat_sex,1,1,1,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,1.cov_cat_smoking_status,1,1,1,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,2.cov_cat_deprivation,0.9178125528560872,0.8945880911492057,0.9416399463780808,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,2.cov_cat_ethnicity,0.31442459283526963,0.2826641034169138,0.3497537302563245,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,2.cov_cat_sex,1.174576198021925,1.155979457773306,1.193472112053909,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_obesity,1.066445760331233,1.0491903799182012,1.0839849292338442,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,2.cov_cat_smoking_status,0.8393829839250483,0.8193953407978052,0.8598581888651192,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,3.cov_cat_deprivation,0.8758320764250658,0.8540393576622022,0.8981807951879743,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,3.cov_cat_ethnicity,1.0923556378623311,0.9507818812487308,1.2550099489468318,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,3.cov_cat_smoking_status,0.6946580978512644,0.5985847260560033,0.8061513298038776,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,4.cov_cat_deprivation,0.8561471614797539,0.8346079377720292,0.8782421729270213,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,4.cov_cat_ethnicity,0.995363083844485,0.8882391137466594,1.1154065976402756,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_cholelisthiasis,1.0015848545566313,0.9719857841390476,1.0320852807181788,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,5.cov_cat_deprivation,0.8413342116766575,0.8196113618799673,0.8636327140825126,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,5.cov_cat_ethnicity,0.8796738193946563,0.8039953446952268,0.9624758538923204,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,6.cov_cat_ethnicity,1.0250242798824318,0.9459654810238286,1.1106903956065517,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_healthcare_worker,0.8777072229601142,0.8050018527608089,0.9569791256930889,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,age_spline1,1.0142241135216956,1.0099693663028757,1.0184967849216835,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_antidepressants_bnf,1.3137071156840896,1.291061825063255,1.3367497395386938,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,age_spline2,1.0218712445105311,1.0169222868127927,1.026844286823792,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_alcohol_above_limits,1.2285417537647187,1.19107349843332,1.2671887953682637,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_anticoagulants_bnf,1.7616512862315166,1.722176503703592,1.8020308880112867,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_gi_operations,1.8812760564052609,1.8490320759813976,1.9140823171092127,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_aspirin_bnf,1.3172807843509264,1.2913848891455173,1.3436958306407771,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_carehome_status,1.5426007643310902,1.4118437862735072,1.6854678819371876,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,428,days365_714,1.615504997908488,1.4431244211242586,1.8084763587010115,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_nsaid_bnf,1.039120622311602,1.019820569941682,1.058785927190111,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_gi_sym,1.5922625624732036,1.5637348585963948,1.621310544039044,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_bin_h_pylori_infection,1.092536656188479,1.0389924027381192,1.1488403014014743,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,280,days197_365,1.3013199558480253,1.2045846274416228,1.4058238485313443,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,1,days0_1,236.97792657896156,220.1389636724219,255.10468746787072,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,NA,cov_num_consulation_rate,1.0109024027323417,1.0102890721980995,1.0115160044582556,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,8,days1_28,5.268333033041126,4.778114439708987,5.808840608975389,Stata
cohort_prevax-sub_age_60_79-nonvariceal_gi_bleeding,prevax,sub_age_60_79,nonvariceal_gi_bleeding,mdl_max_adj,98,days28_197,1.7812318936237466,1.6674122937948983,1.9028209583614293,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,NA,age_spline2,1.012813093150037,1.0003831733921769,1.0253974566343576,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,NA,age_spline1,1.03855497514417,1.027580078878908,1.049647086943782,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,NA,1.cov_cat_sex,1,1,1,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,NA,2.cov_cat_sex,1.3680183050563772,1.3157424407067233,1.4223711458027457,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,1,days0_1,93.9665624152222,68.2348887981882,129.40163277085713,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,10.5,days1_28,7.903486569314765,6.306336994563413,9.90512202886084,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,94,days28_197,2.3196583223892597,1.9754302051006456,2.7238709173640143,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,280.5,days197_365,1.3631764480703945,1.115663728494224,1.665600468235924,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_age_sex,426,days365_714,1.739028806126419,1.2935122590181465,2.337991903403408,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,1.cov_cat_deprivation,1,1,1,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,age_spline1,1.0305249164017192,1.0194303592811378,1.041740216637886,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,1.cov_cat_sex,1,1,1,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,1.cov_cat_smoking_status,1,1,1,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,2.cov_cat_deprivation,0.917854956775552,0.8609976533945416,0.9784669195740592,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,2.cov_cat_sex,1.3713880471105406,1.3158567836929516,1.4292629616955657,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_antidepressants_bnf,1.298193392675725,1.2411339034014566,1.3578761164836062,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,2.cov_cat_smoking_status,0.6884195609193547,0.6500729445527951,0.7290281012852724,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,3.cov_cat_deprivation,0.8545394586674601,0.80167916082752,0.9108851134937012,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,3.cov_cat_smoking_status,0.3575346494522174,0.2397520535199512,0.5331803736305064,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,4.cov_cat_deprivation,0.8216996006908693,0.7701254155960678,0.8767275466865679,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,4.cov_cat_smoking_status,0.5568871849798974,0.5233293922859701,0.5925968259496679,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,5.cov_cat_deprivation,0.7937231945429724,0.7421848818039325,0.848840481665302,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_nsaid_bnf,1.111191985545576,1.0597179629164295,1.1651662724887608,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_obesity,1.0726183335006525,1.028451424978076,1.1186819925756264,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_num_consulation_rate,1.0121449582652184,1.010825981399458,1.0134656561987043,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,age_spline2,1.0102961442463572,0.9977172095382552,1.0230336705843095,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_alcohol_above_limits,1.408035119145896,1.307782820662354,1.5159725800221835,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_anticoagulants_bnf,1.3482671832386404,1.265724138627428,1.4361933407954004,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,10.5,days1_28,6.807670560197605,5.431090812223973,8.533153599184322,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_aspirin_bnf,1.4178890768788208,1.3490680220375555,1.4902208046225371,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_carehome_status,0.6499094067738609,0.4594571477354411,0.919307141253492,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_cholelisthiasis,1.0258930484107338,0.9486764275486408,1.109394532181371,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_gi_operations,1.7639427457499388,1.686304587258244,1.8451553970702288,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_gi_sym,1.5489068127407684,1.479202513028656,1.6218957806139755,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,NA,cov_bin_h_pylori_infection,1.4803952308548716,1.3220140907053015,1.6577510588602342,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,280.5,days197_365,1.190759215608526,0.9742817949369704,1.455336142915779,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,94,days28_197,2.021429026181458,1.7208788162149615,2.3744698701439444,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,1,days0_1,80.02555330629228,58.11512749888994,110.19659523418498,Stata
cohort_prevax-sub_age_60_79-peptic_ulcer,prevax,sub_age_60_79,peptic_ulcer,mdl_max_adj,426,days365_714,1.429170920124603,1.0629285694805906,1.921605625792808,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,NA,age_spline2,0.9646490717497348,0.946103129014966,0.9835586588232208,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,NA,age_spline1,1.0079761412759949,0.9956405301963056,1.020464585929744,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,NA,1.cov_cat_sex,1,1,1,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,NA,2.cov_cat_sex,0.8542335882953205,0.8246045012640052,0.8849273745472556,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,1,days0_1,101.40212017883692,80.14407881242528,128.29881045646442,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,13.5,days1_28,2.496734554799964,1.811947801342996,3.4403217534808883,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,98.5,days28_197,1.515904969152848,1.2630572867249257,1.8193696592002315,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,277,days197_365,1.2095162665927046,0.9748215016259948,1.5007152082912067,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_age_sex,438,days365_714,1.1843653956001927,0.9068875651518512,1.54674218053502,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,1.cov_cat_deprivation,1,1,1,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,age_spline1,1.000359064448212,0.9879473224638212,1.0129268384470766,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,1.cov_cat_sex,1,1,1,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,1.cov_cat_smoking_status,1,1,1,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,2.cov_cat_deprivation,0.9665276232873103,0.9104005604515808,1.0261149730773924,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,2.cov_cat_sex,0.8764596596835195,0.844416350282226,0.90971892573587,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_antidepressants_bnf,1.2766121356217677,1.228747305994088,1.3263416325231592,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,2.cov_cat_smoking_status,1.0142670161090808,0.9276659302149866,1.108952526535771,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,3.cov_cat_deprivation,0.9001777816487954,0.8491811047909762,0.954237105647343,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,3.cov_cat_smoking_status,0.6671755328486,0.4598320798261131,0.9680124792514212,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,4.cov_cat_deprivation,0.8792627559244877,0.8293180851776608,0.9322151903633108,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,4.cov_cat_smoking_status,0.9574200118066604,0.8745674130140002,1.0481216946431,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,5.cov_cat_deprivation,0.8809746742975088,0.8308041431934644,0.9341748992371984,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_nsaid_bnf,1.2041167372074248,1.145888593252215,1.2653036083711338,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_obesity,1.0712630790462367,1.0298530271781343,1.1143383269286504,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_num_consulation_rate,1.0111623391534794,1.0102502778425837,1.0120752238799713,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,age_spline2,0.9905067481445048,0.9711543145415692,1.0102447214813357,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_alcohol_above_limits,0.8841390785879131,0.7880749337925531,0.9919130765322196,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_anticoagulants_bnf,1.059252954756011,1.0147867582220085,1.105667472369792,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,13.5,days1_28,2.3892239354217213,1.7327783448752352,3.294356984340086,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_aspirin_bnf,1.1618686335308492,1.116909504228787,1.2086373886853925,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_carehome_status,0.5004900803018477,0.4437028931984428,0.5645451592052614,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_cholelisthiasis,1.1929642783976864,1.1301220096080025,1.2593009935507364,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_gi_operations,1.511072101668113,1.4525537293406676,1.5719479770818008,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_gi_sym,2.131252851508506,2.0354112766037895,2.2316073263788465,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,NA,cov_bin_h_pylori_infection,1.2008858586637454,1.0824838915515496,1.3322387529335131,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,277,days197_365,1.156982010859099,0.9323161547355492,1.4357868120074864,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,98.5,days28_197,1.4490320763774784,1.206123502767516,1.7408616642676893,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,1,days0_1,98.133519964798,77.50232996717763,124.25675131005494,Stata
cohort_prevax-sub_age_80_110-dyspepsia,prevax,sub_age_80_110,dyspepsia,mdl_max_adj,438,days365_714,1.1363775324600949,0.869776149383425,1.484696835151804,Stata
cohort_prevax-sub_age_80_110-gallstones_disease,prevax,sub_age_80_110,gallstones_disease,mdl_age_sex,NA,age_spline2,0.9178031912157923,0.9058091919782488,0.9299560053770356,Stata
cohort_prevax-sub_age_80_110-gallstones_disease,prevax,sub_age_80_110,gallstones_disease,mdl_age_sex,NA,age_spline1,1.0834318044954043,1.0739329886935567,1.0930146362485145,Stata
cohort_prevax-sub_age_80_110-gallstones_disease,prevax,sub_age_80_110,gallstones_disease,mdl_age_sex,NA,1.cov_cat_sex,1,1,1,Stata
cohort_prevax-sub_age_80_110-gallstones_disease,prevax,sub_age_80_110,gallstones_disease,mdl_age_sex,NA,2.cov_cat_sex,1.0852532826718064,1.0593098381669874,1.1118321053148472,Stata
